FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
169,,1947,Person,1947-169,2.8000000000000003,linens,,20070517130604,20070516,digitised,JA70003000,,1834183,28146.8466,883.2912,,
16a,,1947,Person,1947-16a,1.5,linens,,20070517130604,19470526,digitised,JA70003000,,1834184,15795.8623,480.2654,,
16a,,1947,Person,1947-16a,17,linens,,20070517130604,19470526,digitised,JA70003000,,1834185,170554.6875,2057.485,,
16a,,1947,Person,1947-16a,12.8,linens,,20070517130604,19470526,digitised,JA70003000,,1834186,128828.67,1330.3984,,
16a,,1947,Person,1947-16a,0.5,linens,,20070517130604,19470526,digitised,JA70003000,,1834187,5603.2041,306.68170000000003,,
177,,1947,Person,1947-177,6.9,linens,,20070517130604,20070516,digitised,JA70003000,,1834188,69771.8426,969.6422,,
81,,1947,Person,1947-81,115.3,linens,,20070517130604,19470526,digitised,JA70003000,,1834303,1153897.154,4819.200400000001,,
82,,1947,Person,1947-82,1.1,linens,,20070517130604,20070516,digitised,JA70003000,,1834304,11295.0582,443.6032,,
86,,1947,Person,1947-86,584.2,linens,,20070517130604,20070516,digitised,JA70003000,,1834305,5842168.6585,8971.83,,
87b,,1947,Person,1947-87b,4.4,linens,,20070517130604,20070516,digitised,JA70003000,,1834306,44879.274,838.7940000000001,,
88,,1947,Person,1947-88,49.9,linens,,20070517130604,19470523,digitised,JA70003000,,1834307,499272.356,2625.0354,,
88,,1947,Person,1947-88,49.9,linens,,20070517130604,20070516,digitised,JA70003000,,1834308,499961.3155,2623.9378,,
89,,1947,Person,1947-89,61,linens,,20070517130604,19470527,digitised,JA70003000,,1834309,610906.4171,4020.1219,,
9,,1947,Person,1947-9,142.5,linens,,20070517130604,19470421,digitised,JA70003000,,1834310,1425412.6825,6395.9899000000005,,
117,,1949,Lightning,1949-117,36.300000000000004,linens,,20070517130603,19490710,digitised,JA70003000,,1834395,363745.2757,2955.4881,,
123a,,1949,Person,1949-123a,67.6,linens,,20070517130603,20070516,digitised,JA70003000,,1834396,676810.7565,3682.5411000000004,,
125,,1949,Person,1949-125,54.4,linens,,20070517130603,19490607,digitised,JA70003000,,1834397,544615.6195,2908.5442000000003,,
126,,1949,Person,1949-126,77.60000000000001,linens,,20070517130603,20070516,digitised,JA70003000,,1834398,776796.9366,5640.6061,,
127,,1949,Person,1949-127,42.800000000000004,linens,,20070517130603,20070516,digitised,JA70003000,,1834399,428955.6025,4240.287,,
132b,,1949,Person,1949-132b,182.6,linens,,20070517130603,19490806,digitised,JA70003000,,1834400,1826279.5591,6866.9596,,
57,,1949,Person,1949-57,399.5,linens,,20070517130603,20070516,digitised,JA70003000,,1834468,3995305.8294,10665.8323,,
59,,1949,Person,1949-59,51.7,linens,,20070517130603,20070516,digitised,JA70003000,,1834469,517380.3808,3456.5968000000003,,
5b,,1949,Person,1949-5b,232.3,linens,,20070517130603,19490505,digitised,JA70003000,,1834470,2323762.6606,7072.799,,
6,,1949,Person,1949-6,31519.7,linens,,20070517130648,19490505,digitised,JA70003000,,1834471,315197022.0128,89723.3901,,
60b,,1949,Person,1949-60b,30.900000000000002,linens,,20070517130603,19490512,digitised,JA70003000,,1834472,309745.2024,2276.0923000000003,,
178,,1947,Person,1947-178,21.7,linens,,20070517130604,19470713,digitised,JA70003000,,1834189,217743.1672,2224.1432,,
179,,1947,Person,1947-179,18.7,linens,,20070517130604,20070516,digitised,JA70003000,,1834190,187502.2879,1782.6794,,
182,,1947,Person,1947-182,3.1,linens,,20070517130604,20070516,digitised,JA70003000,,1834191,31204.8987,669.8405,,
188,,1947,Person,1947-188,2.4,linens,,20070517130604,20070516,digitised,JA70003000,,1834192,24143.897,632.3290000000001,,
19,,1947,Person,1947-19,81.60000000000001,linens,,20070517130604,19470505,digitised,JA70003000,,1834193,816339.2048,5163.236400000001,,
19,,1947,Person,1947-19,6.2,linens,,20070517130604,20070516,digitised,JA70003000,,1834194,62643.8213,1093.3438,,
195,,1947,Person,1947-195,2.6,linens,,20070517130604,20070516,digitised,JA70003000,,1834195,26772.4653,808.8860000000001,,
197,,1947,Person,1947-197,3.4,linens,,20070517130604,19470618,digitised,JA70003000,,1834196,34990.2351,872.0614,,
31,,1946,Person,1946-31,151,linens,,20070517130604,19460515,digitised,JA70003000,,1833977,1510840.8172,6583.729,,
31,,1946,Person,1946-31,57.5,linens,,20070517130605,19460507,digitised,JA70003000,,1833978,575928.0676,4367.1112,,
312,,1946,Person,1946-312,208.9,linens,,20070517130605,19460821,digitised,JA70003000,,1833979,2089722.604,7608.4093,,
312,,1946,Person,1946-312,26.8,linens,,20070517130605,19460728,digitised,JA70003000,,1833980,268431.1002,1982.9323000000002,,
312,,1946,Lightning,1946-312,1.5,linens,,20070517130605,19460821,digitised,JA70003000,,1833981,15394.6387,461.0033,,
45,,1946,Person,1946-45,259.1,linens,,20070517130604,20070516,digitised,JA70003000,,1834058,2591802.8754,7275.2556,,
45,,1946,Person,1946-45,36.7,linens,,20070517130605,19460510,digitised,JA70003000,,1834059,367815.2943,2427.1819,,
451,,1946,Lightning,1946-451,1484.6000000000001,linens,,20070517130605,19460827,digitised,JA70003000,,1834060,14846916.1279,24837.14,,
453,,1946,Person,1946-453,592.7,linens,,20070517130605,20070516,digitised,JA70003000,,1834061,5927450.0219,10847.1114,,
454,,1946,Person,1946-454,34.6,linens,,20070517130605,20070516,digitised,JA70003000,,1834062,346725.7683,2533.0143000000003,,
435,,1945,Person,1945-435,113.4,linens,,20070517130606,19450821,digitised,JA70003000,,1833772,1134284.4798,4177.7517,,
43a,,1945,Person,1945-43a,61.1,linens,,20070517130606,19450520,digitised,JA70003000,,1833773,611442.3938,3976.7183,,
443,,1945,Person,1945-443,87.4,linens,,20070517130605,19450816,digitised,JA70003000,,1833774,874174.2544,4063.0211000000004,,
448,,1945,Lightning,1945-448,176.4,linens,,20070517130606,19450811,digitised,JA70003000,,1833775,1764891.521,6166.677900000001,,
45,,1945,Person,1945-45,45.7,linens,,20070517130605,19450527,digitised,JA70003000,,1833776,457354.1187,2852.0598,,
454,,1945,Lightning,1945-454,7856.6,linens,,20070517130648,19450728,digitised,JA70003000,,1833777,78566073.8784,46264.1793,,
458205213,,1945,Person,1945-458205213,135.9,mylars,,20070517130640,20070516,digitised,JA70003000,,1833778,1359848.6924,4976.3196,,
136,,1946,Person,1946-136,78,linens,,20070517130605,19460909,digitised,JA70003000,,1833860,780603.0938,5919.7709,,
138,,1946,Person,1946-138,0.3,linens,,20070517130604,19460725,digitised,JA70003000,,1833861,3435.1826,214.4162,,
138,,1946,Person,1946-138,147.20000000000002,linens,,20070517130605,19460704,digitised,JA70003000,,1833862,1472823.1918,6409.4726,,
139a,,1946,Person,1946-139a,26.400000000000002,linens,,20070517130605,19460426,digitised,JA70003000,,1833863,264318.486,3141.6045000000004,,
13b,,1946,Person,1946-13b,8.4,linens,,20070517130605,20070516,digitised,JA70003000,,1833864,84229.4064,1144.6791,,
14,,1946,Lightning,1946-14,35.4,linens,,20070517130605,19460505,digitised,JA70003000,,1833865,354108.0973,2516.3835,,
455,,1946,Person,1946-455,2.4,linens,,20070517130604,19460819,digitised,JA70003000,,1834063,24728.852,630.7470000000001,,
459,,1946,Person,1946-459,3.7,linens,,20070517130604,19460825,digitised,JA70003000,,1834064,37078.911,830.3897000000001,,
45a,,1946,Person,1946-45a,739.1,linens,,20070517130605,19460519,digitised,JA70003000,,1834065,7391795.4129,13635.019400000001,,
46,,1946,Person,1946-46,0.8,linens,,20070517130605,19460522,digitised,JA70003000,,1834066,8042.631,345.9245,,
460,,1946,Person,1946-460,8.2,linens,,20070517130604,19460821,digitised,JA70003000,,1834067,82558.7031,1082.2063,,
462,,1946,Person,1946-462,9.700000000000001,linens,,20070517130604,19460827,digitised,JA70003000,,1834068,97051.6195,1183.8431,,
463,,1946,Lightning,1946-463,64.8,linens,,20070517130605,19460827,digitised,JA70003000,,1834069,648259.2612,4059.8922000000002,,
467,,1946,Person,1946-467,415.5,linens,,20070517130605,19460831,digitised,JA70003000,,1834070,4155368.4171,13850.2783,,
468205059,,1946,Lightning,1946-468205059,23.1,mylars,,20070517130640,20070516,digitised,JA70003000,,1834071,231594.2228,2075.0625,,
468205165,,1946,Person,1946-468205165,109.2,mylars,,20070517130640,20070516,digitised,JA70003000,,1834072,1092031.104,4290.289,,
468205207,,1946,Lightning,1946-468205207,53,mylars,,20070517130640,20070516,digitised,JA70003000,,1834073,530602.7024,3521.6366000000003,,
468205290,,1946,Person,1946-468205290,41.4,mylars,,20070517130640,20070516,digitised,JA70003000,,1834074,414006.6941,3020.6931,,
468205426,,1946,Lightning,1946-468205426,77,mylars,,20070517130640,20070516,digitised,JA70003000,,1834075,770424.8246,3804.5607,,
468205532,,1946,Person,1946-468205532,24.2,mylars,,20070517130640,20070516,digitised,JA70003000,,1834076,242212.2777,3004.1216,,
468213384,,1946,Lightning,1946-468213384,19.3,mylars,,20070517130640,20070516,digitised,JA70003000,,1834077,193309.7822,1938.2691,,
468214388,,1946,Lightning,1946-468214388,6.5,mylars,,20070517130653,20070516,digitised,JA70003000,,1834078,65468.058,994.1816,,
468214388,,1946,Lightning,1946-468214388,34.5,mylars,,20070517130653,20070516,digitised,JA70003000,,1834079,345493.2371,2509.705,,
469,,1946,Lightning,1946-469,2,linens,,20070517130604,19460807,digitised,JA70003000,,1834080,20938.396,542.3911,,
469202240,,1946,Person,1946-469202240,115.2,mylars,,20070517130640,20070516,digitised,JA70003000,,1834081,1152137.8551,5953.6264,,
469202390,,1946,Person,1946-469202390,119.8,mylars,,20070517130640,20070516,digitised,JA70003000,,1834082,1198632.2524,5312.5749000000005,,
469206364,,1946,Person,1946-469206364,296.8,mylars,,20070517130640,20070516,digitised,JA70003000,,1834083,2968303.0347,11275.7481,,
459,,1945,Person,1945-459,115,linens,,20070517130606,19450831,digitised,JA70003000,,1833779,1150816.1463,5104.35,,
459202119,,1945,Person,1945-459202119,1351.7,mylars,,20070517130640,20070516,digitised,JA70003000,,1833780,13517946.9339,22858.6985,,
459202170,,1945,Person,1945-459202170,71.10000000000001,mylars,,20070517130640,20070516,digitised,JA70003000,,1833781,711389.7297,3400.6295,,
459202387,,1945,Person,1945-459202387,141,mylars,,20070517130640,20070516,digitised,JA70003000,,1833782,1410463.8061,5704.3783,,
459206005,,1945,Person,1945-459206005,89.60000000000001,mylars,,20070517130640,20070516,digitised,JA70003000,,1833783,896859.0875,5945.9685,,
459206258,,1945,Person,1945-459206258,141.20000000000002,mylars,,20070517130640,20070516,digitised,JA70003000,,1833784,1412185.5875,6114.4757,,
459206358,,1945,Person,1945-459206358,25.2,mylars,,20070517130640,20070516,digitised,JA70003000,,1833785,252565.9076,2411.601,,
140,,1946,Person,1946-140,239.20000000000002,linens,,20070517130605,19460907,digitised,JA70003000,,1833866,2392078.196,7410.217900000001,,
140,,1946,Lightning,1946-140,30.8,linens,,20070517130605,19460729,digitised,JA70003000,,1833867,308371.1209,2382.1944000000003,,
141,,1946,Lightning,1946-141,167,linens,,20070517130605,20070516,digitised,JA70003000,,1833868,1670913.6471,6255.1839,,
142,,1946,Person,1946-142,23287.2,linens,,20070517130605,19460510,digitised,JA70003000,,1833869,232872690.8389,75470.0158,,
142,,1946,Lightning,1946-142,66,linens,,20070517130605,19460729,digitised,JA70003000,,1833870,660335.4847,3432.8018,,
144,,1946,Lightning,1946-144,46.300000000000004,linens,,20070517130605,19460729,digitised,JA70003000,,1833871,463032.8255,3151.1109,,
145,,1946,Lightning,1946-145,1.7,linens,,20070517130605,19460628,digitised,JA70003000,,1833872,17520.6474,491.88930000000005,,
469209169,,1946,Lightning,1946-469209169,33.6,mylars,,20070517130640,20070516,digitised,JA70003000,,1834084,336045.5579,2219.257,,
469215111,,1946,Person,1946-469215111,148.3,mylars,,20070517130640,20070516,digitised,JA70003000,,1834085,1483007.1333,5634.537,,
469215243,,1946,Person,1946-469215243,340.3,mylars,,20070517130640,20070516,digitised,JA70003000,,1834086,3403258.6807,8414.073900000001,,
469216562,,1946,Person,1946-469216562,542.6,mylars,,20070517130640,20070516,digitised,JA70003000,,1834087,5426482.0296,9694.8474,,
469301122,,1946,Lightning,1946-469301122,407.2,mylars,,20070517130640,20070516,digitised,JA70003000,,1834088,4072802.9524,8984.4951,,
469403087,,1946,Person,1946-469403087,1567.1000000000001,mylars,,20070517130640,20070516,digitised,JA70003000,,1834089,15671523.7191,23873.5038,,
469410057,,1946,Person,1946-469410057,792,mylars,,20070517130640,19460520,digitised,JA70003000,,1834090,7920158.8773,18258.2702,,
469413148,,1946,Person,1946-469413148,8.700000000000001,mylars,,20070517130640,20070516,digitised,JA70003000,,1834091,87332.5872,1155.9668000000001,,
473,,1946,Person,1946-473,86.5,linens,,20070517130604,19460829,digitised,JA70003000,,1834092,865441.551,4840.360900000001,,
48,,1946,Person,1946-48,7.5,linens,,20070517130605,20070516,digitised,JA70003000,,1834093,75459.0036,1173.5119,,
482,,1946,Lightning,1946-482,1724.3,linens,,20070517130604,19460819,digitised,JA70003000,,1834094,17243480.1436,20458.3138,,
484,,1946,Lightning,1946-484,161.70000000000002,linens,,20070517130604,19460831,digitised,JA70003000,,1834095,1617733.1089,6107.2864,,
48a,,1946,Person,1946-48a,4.7,linens,,20070517130605,19460522,digitised,JA70003000,,1834096,47180.6483,910.139,,
49,,1946,Person,1946-49,180.1,linens,,20070517130648,20070516,digitised,JA70003000,,1834097,1801462.3913,6104.6347000000005,,
459403109,,1945,Lightning,1945-459403109,3311.9,mylars,,20070517130640,19450803,digitised,JA70003000,,1833786,33119010.9631,23632.3907,,
459403178,,1945,Person,1945-459403178,1869.3,mylars,,20070517130640,19450720,digitised,JA70003000,,1833787,18693634.5185,18407.1122,,
473,,1945,Lightning,1945-473,602,linens,,20070517130606,19450813,digitised,JA70003000,,1833788,6020309.3226,15551.4905,,
14a,,1946,Person,1946-14a,4,linens,,20070517130605,19460503,digitised,JA70003000,,1833873,40496.8368,735.7807,,
15,,1946,Person,1946-15,99.3,linens,,20070517130604,19460508,digitised,JA70003000,,1833874,993335.5627,4073.6287,,
15,,1946,Person,1946-15,1.1,linens,,20070517130605,19460807,digitised,JA70003000,,1833875,11193.5962,415.5967,,
150,,1946,Lightning,1946-150,2.2,linens,,20070517130605,19460729,digitised,JA70003000,,1833876,22906.3427,624.2423,,
153,,1946,Person,1946-153,0.2,linens,,20070517130604,19460719,digitised,JA70003000,,1833877,2828.0009,217.99370000000002,,
153,,1946,Person,1946-153,7.3,linens,,20070517130604,19460712,digitised,JA70003000,,1833878,73886.6019,1166.9778000000001,,
154,,1946,Person,1946-154,6.8,linens,,20070517130604,19460715,digitised,JA70003000,,1833879,68951.5425,966.9725000000001,,
493,,1946,Lightning,1946-493,26.8,linens,,20070517130605,19460828,digitised,JA70003000,,1834098,268017.5804,2097.1792,,
497,,1946,Person,1946-497,128.7,linens,,20070517130605,20070516,digitised,JA70003000,,1834099,1287090.0419,5813.9659,,
4a,,1946,Person,1946-4a,0.8,linens,,20070517130605,20070516,digitised,JA70003000,,1834100,8670.166500000001,411.9151,,
50,,1946,Person,1946-50,2.8000000000000003,linens,,20070517130605,19460501,digitised,JA70003000,,1834101,28621.7798,618.3993,,
502,,1946,Person,1946-502,236.9,linens,,20070517130605,20070516,digitised,JA70003000,,1834102,2369716.3628,6693.536,,
503,,1946,Person,1946-503,294.7,linens,,20070517130605,20070516,digitised,JA70003000,,1834103,2947553.2632,10420.6221,,
504,,1946,Person,1946-504,425,linens,,20070517130605,20070516,digitised,JA70003000,,1834104,4250508.5742,9579.9607,,
30,,1945,Person,1945-30,248.6,linens,,20070517130606,19450526,digitised,JA70003000,,1833708,2486074.6632,10091.9693,,
30,,1945,Person,1945-30,1.3,linens,,20070517130606,19450526,digitised,JA70003000,,1833709,13513.3575,454.03740000000005,,
30,,1945,Person,1945-30,1.4000000000000001,linens,,20070517130606,19450526,digitised,JA70003000,,1833710,14619.8449,479.5387,,
30,,1945,Person,1945-30,2.5,linens,,20070517130606,19450526,digitised,JA70003000,,1833711,25968.9378,728.7251,,
302,,1945,Person,1945-302,156.1,linens,,20070517130605,19450820,digitised,JA70003000,,1833712,1561160.1383,5708.690500000001,,
303,,1945,Lightning,1945-303,579.7,linens,,20070517130606,19450806,digitised,JA70003000,,1833713,5797763.6077,11765.4851,,
479,,1945,Person,1945-479,183.9,linens,,20070517130606,19450903,digitised,JA70003000,,1833789,1839627.0539,7074.0927,,
483,,1945,Lightning,1945-483,66.7,linens,,20070517130605,19450824,digitised,JA70003000,,1833790,667572.7366,3615.4675,,
483,,1945,Lightning,1945-483,79.10000000000001,linens,,20070517130606,19450811,digitised,JA70003000,,1833791,791602.9262,4695.598300000001,,
483,,1945,Lightning,1945-483,15.1,linens,,20070517130606,19450811,digitised,JA70003000,,1833792,151120.2154,1475.352,,
493,,1945,Lightning,1945-493,35.2,linens,,20070517130606,19450902,digitised,JA70003000,,1833793,352548.3482,2277.9638,,
5,,1945,Person,1945-5,28.7,linens,,20070517130605,19450413,digitised,JA70003000,,1833794,287890.5908,2646.8776000000003,,
16,,1946,Person,1946-16,8544.6,linens,,20070517130605,19460507,digitised,JA70003000,,1833880,85446362.2464,53230.6238,,
16,,1946,Person,1946-16,148,linens,,20070517130605,19460510,digitised,JA70003000,,1833881,1480522.0061,5970.2147,,
162,,1946,Lightning,1946-162,33.8,linens,,20070517130605,19460729,digitised,JA70003000,,1833882,338624.8483,2419.9266000000002,,
163,,1946,Lightning,1946-163,261.4,linens,,20070517130605,19460729,digitised,JA70003000,,1833883,2614972.3119,7838.486900000001,,
313,,1946,Lightning,1946-313,95.5,linens,,20070517130605,19460812,digitised,JA70003000,,1833982,955688.1539,4146.326,,
315,,1946,Lightning,1946-315,546.8000000000001,linens,,20070517130605,19460819,digitised,JA70003000,,1833983,5468130.3314,9724.2054,,
32,,1946,Person,1946-32,48,linens,,20070517130605,19460507,digitised,JA70003000,,1833984,480900.1678,3067.2581,,
320,,1946,Lightning,1946-320,35.5,linens,,20070517130604,19460729,digitised,JA70003000,,1833985,355477.1499,2652.0088,,
323,,1946,Person,1946-323,2.4,linens,,20070517130604,19460804,digitised,JA70003000,,1833986,24420.5701,677.7328,,
327,,1946,Lightning,1946-327,8.8,linens,,20070517130604,19460820,digitised,JA70003000,,1833987,88558.0173,1427.1269,,
328a,,1946,Lightning,1946-328a,18.7,linens,,20070517130605,19460808,digitised,JA70003000,,1833988,187921.823,1629.8435000000002,,
32a,,1946,Person,1946-32a,854.4,linens,,20070517130605,19460810,digitised,JA70003000,,1833989,8544516.8065,16090.0389,,
308,,1945,Lightning,1945-308,38.9,linens,,20070517130606,19450725,digitised,JA70003000,,1833714,389184.2829,2518.8214000000003,,
30a,,1945,Person,1945-30a,1068.3,linens,,20070517130606,19450528,digitised,JA70003000,,1833715,10683149.3883,15575.1339,,
31,,1945,Person,1945-31,105.10000000000001,linens,,20070517130606,19450527,digitised,JA70003000,,1833716,1051115.6917,4790.1031,,
310,,1945,Person,1945-310,27.8,linens,,20070517130605,19450815,digitised,JA70003000,,1833717,278812.6692,2862.0272,,
312,,1945,Person,1945-312,256.8,linens,,20070517130625,19450813,assumed_shape,JA70003000,,1833718,2568566.2205,7327.6391,,
50,,1945,Person,1945-50,3.1,linens,,20070517130606,19450513,digitised,JA70003000,,1833795,31187.542,641.4977,,
501,,1945,Lightning,1945-501,533.7,linens,,20070517130606,19450728,digitised,JA70003000,,1833796,5337785.0226,12064.0245,,
504,,1945,Person,1945-504,481.6,linens,,20070517130605,19450822,digitised,JA70003000,,1833797,4816478.3238,13483.7998,,
507,,1945,Lightning,1945-507,72.7,linens,,20070517130606,19450818,digitised,JA70003000,,1833798,727839.2156,5003.6221000000005,,
164,,1946,Person,1946-164,64.8,linens,,20070517130604,19460711,digitised,JA70003000,,1833884,648552.2083,4319.057,,
168,,1946,Person,1946-168,3.5,linens,,20070517130605,19460720,digitised,JA70003000,,1833885,35087.548,738.4408000000001,,
17,,1946,Lightning,1946-17,41.5,linens,,20070517130605,19460511,digitised,JA70003000,,1833886,415680.385,3242.3641000000002,,
174,,1946,Person,1946-174,506.90000000000003,linens,,20070517130605,19460719,digitised,JA70003000,,1833887,5069025.005,9036.6181,,
176,,1946,Person,1946-176,36,linens,,20070517130604,19460719,digitised,JA70003000,,1833888,360066.9716,2579.1262,,
32a,,1946,Person,1946-32a,817.9,linens,,20070517130605,19460810,digitised,JA70003000,,1833990,8179904.8973,14502.6769,,
33,,1946,Person,1946-33,222.4,linens,,20070517130604,20070516,digitised,JA70003000,,1833991,2224189.0467,6253.124000000001,,
33,,1946,Person,1946-33,287.7,linens,,20070517130605,19460509,digitised,JA70003000,,1833992,2877281.5967,9759.570800000001,,
332,,1946,Lightning,1946-332,4.1,linens,,20070517130605,19460729,digitised,JA70003000,,1833993,41310.6279,848.4014000000001,,
333,,1946,Lightning,1946-333,132.1,linens,,20070517130605,19460804,digitised,JA70003000,,1833994,1321596.6051,4513.9698,,
313a,,1945,Person,1945-313a,349.6,linens,,20070517130649,19450814,assumed_shape,JA70003000,,1833719,3496544.4263,9949.1324,,
314,,1945,Person,1945-314,157.1,linens,,20070517130605,19450823,digitised,JA70003000,,1833720,1571423.8931,5765.3643,,
315,,1945,Person,1945-315,442.2,linens,,20070517130605,19450808,digitised,JA70003000,,1833721,4422032.1418,12707.1309,,
317,,1945,Person,1945-317,117.4,linens,,20070517130605,19450714,digitised,JA70003000,,1833722,1174467.9328,5107.4024,,
515,,1945,Lightning,1945-515,105.2,linens,,20070517130606,20070516,digitised,JA70003000,,1833799,1052892.9282,5302.884300000001,,
520,,1945,Lightning,1945-520,50.1,linens,,20070517130606,19450829,digitised,JA70003000,,1833800,501032.3144,3661.4342,,
54,,1945,Person,1945-54,43.4,linens,,20070517130606,19450526,digitised,JA70003000,,1833801,434328.3954,2992.1188,,
541,,1945,Person,1945-541,282.3,linens,,20070517130648,19451013,digitised,JA70003000,,1833802,2823053.2788,10898.9781,,
547,,1945,Lightning,1945-547,33.7,linens,,20070517130606,19450817,digitised,JA70003000,,1833803,337454.207,2299.0734,,
177,,1946,Lightning,1946-177,88.5,linens,,20070517130604,19460729,digitised,JA70003000,,1833889,885360.5292,4365.9106,,
178,,1946,Person,1946-178,0.7000000000000001,linens,,20070517130605,19460728,digitised,JA70003000,,1833890,7060.6327,323.3578,,
17a,,1946,Person,1946-17a,57.1,linens,,20070517130626,19460510,digitised,JA70003000,,1833891,571352.9027,3941.71,,
18,,1946,Person,1946-18,37.300000000000004,linens,,20070517130604,20070516,digitised,JA70003000,,1833892,373613.7303,2369.5242000000003,,
18,,1946,Person,1946-18,7.1000000000000005,linens,,20070517130604,19460510,digitised,JA70003000,,1833893,71102.8776,1249.1259,,
18,,1946,Person,1946-18,2.6,linens,,20070517130605,19460508,digitised,JA70003000,,1833894,26440.911200000002,588.4119000000001,,
180a,,1946,Lightning,1946-180a,6.2,linens,,20070517130605,19460629,digitised,JA70003000,,1833895,62838.7331,1246.5227,,
334,,1946,Person,1946-334,1.1,linens,,20070517130605,19460828,digitised,JA70003000,,1833995,11554.2202,393.4572,,
338,,1946,Person,1946-338,1,linens,,20070517130605,19460923,digitised,JA70003000,,1833996,10087.6145,367.4706,,
345,,1946,Lightning,1946-345,16.9,linens,,20070517130605,19460821,digitised,JA70003000,,1833997,169727.6063,1700.5896,,
348,,1946,Lightning,1946-348,1.4000000000000001,linens,,20070517130605,19460821,digitised,JA70003000,,1833998,14905.7551,482.5821,,
355,,1946,Lightning,1946-355,57.9,linens,,20070517130605,19460815,digitised,JA70003000,,1833999,579934.2954,2928.2467,,
356,,1946,Lightning,1946-356,0.8,linens,,20070517130605,19460820,digitised,JA70003000,,1834000,8625.1252,338.4336,,
358,,1946,Lightning,1946-358,10.9,linens,,20070517130605,19460820,digitised,JA70003000,,1834001,109373.4945,1253.7075,,
359,,1946,Lightning,1946-359,57.6,linens,,20070517130605,19460820,digitised,JA70003000,,1834002,576775.03,2948.8546,,
36,,1946,Person,1946-36,5.2,linens,,20070517130604,20070516,digitised,JA70003000,,1834003,52573.1231,1016.5528,,
322a,,1945,Lightning,1945-322a,482.8,linens,,20070517130606,19450729,digitised,JA70003000,,1833723,4828600.8903,10260.2326,,
323a,,1945,Lightning,1945-323a,311.3,linens,,20070517130605,19450804,digitised,JA70003000,,1833724,3113829.8708,9277.3406,,
327,,1945,Lightning,1945-327,148.6,linens,,20070517130606,19450813,digitised,JA70003000,,1833725,1486524.4672,5284.2407,,
33,,1945,Person,1945-33,6.3,linens,,20070517130606,19450529,digitised,JA70003000,,1833726,63140.0111,1117.2371,,
549,,1945,Person,1945-549,86.2,linens,,20070517130605,19451010,digitised,JA70003000,,1833804,862974.3631,3836.8195,,
55,,1945,Person,1945-55,214.4,linens,,20070517130606,19450527,digitised,JA70003000,,1833805,2144248.7306,6706.9206,,
55,,1945,Person,1945-55,45,linens,,20070517130606,19450525,digitised,JA70003000,,1833806,450330.1139,3194.3271,,
551,,1945,Person,1945-551,2300.1,linens,,20070517130605,19450808,digitised,JA70003000,,1833807,23001847.3182,24260.7321,,
56,,1945,Person,1945-56,159.70000000000002,linens,,20070517130606,19450529,digitised,JA70003000,,1833808,1597049.9702,5573.196800000001,,
58,,1945,Person,1945-58,1.7,linens,,20070517130606,19450527,digitised,JA70003000,,1833809,17603.2867,845.0597,,
182,,1946,Lightning,1946-182,598.9,linens,,20070517130605,19460729,digitised,JA70003000,,1833896,5989344.9474,11635.1302,,
183,,1946,Person,1946-183,11.3,linens,,20070517130605,19460726,digitised,JA70003000,,1833897,113836.5388,1281.0336,,
185,,1946,Person,1946-185,98.3,linens,,20070517130604,19460725,digitised,JA70003000,,1833898,983865.2527,5124.9843,,
187,,1946,Person,1946-187,1.8,linens,,20070517130605,19460728,digitised,JA70003000,,1833899,18001.0554,503.43330000000003,,
189,,1946,Person,1946-189,3.4,linens,,20070517130604,19460724,digitised,JA70003000,,1833900,34138.6712,857.6615,,
190a,,1946,Person,1946-190a,2.1,linens,,20070517130604,19460724,digitised,JA70003000,,1833901,21614.7844,542.3635,,
192a,,1946,Person,1946-192a,2.2,linens,,20070517130604,19460722,digitised,JA70003000,,1833902,22373.6785,572.6895000000001,,
1a,,1946,Person,1946-1a,2.9,linens,,20070517130605,20070516,digitised,JA70003000,,1833903,29850.7774,692.9303,,
1a,,1946,Person,1946-1a,12,linens,,20070517130605,20070516,digitised,JA70003000,,1833904,120525.6278,1664.1629,,
361,,1946,Lightning,1946-361,81.2,linens,,20070517130605,19460821,digitised,JA70003000,,1834004,812198.0697,4159.8118,,
362,,1946,Lightning,1946-362,61.300000000000004,linens,,20070517130605,19460821,digitised,JA70003000,,1834005,613677.0036,2954.2342000000003,,
363,,1946,Lightning,1946-363,14.3,linens,,20070517130605,19460820,digitised,JA70003000,,1834006,143928.7973,1391.8366,,
364,,1946,Person,1946-364,904.4,linens,,20070517130605,20070516,digitised,JA70003000,,1834007,9044210.5907,13721.817500000001,,
365,,1946,Person,1946-365,145.3,linens,,20070517130605,20070516,digitised,JA70003000,,1834008,1453465.2994,5553.8959,,
367,,1946,Lightning,1946-367,66.2,linens,,20070517130605,19460820,digitised,JA70003000,,1834009,662827.0836,3247.3237000000004,,
33,,1945,Person,1945-33,106.60000000000001,linens,,20070517130606,19450529,digitised,JA70003000,,1833727,1066520.1115,5751.6773,,
33,,1945,Person,1945-33,2.7,linens,,20070517130606,19450529,digitised,JA70003000,,1833728,27370.4965,760.0476,,
